C:\Users\yanan\Desktop\Data2\IMG\center_2019_09_29_15_17_04_706.jpg, C:\Users\yanan\Desktop\Data2\IMG\left_2019_09_29_15_17_04_706.jpg, C:\Users\yanan\Desktop\Data2\IMG\right_2019_09_29_15_17_04_706.jpg, 0, 0, 0, 8.005629E-05
C:\Users\yanan\Desktop\Data2\IMG\center_2019_09_29_15_17_04_809.jpg, C:\Users\yanan\Desktop\Data2\IMG\left_2019_09_29_15_17_04_809.jpg, C:\Users\yanan\Desktop\Data2\IMG\right_2019_09_29_15_17_04_809.jpg, 0, 0, 0, 8.170009E-05
C:\Users\yanan\Desktop\Data2\IMG\center_2019_09_29_15_17_04_919.jpg, C:\Users\yanan\Desktop\Data2\IMG\left_2019_09_29_15_17_04_919.jpg, C:\Users\yanan\Desktop\Data2\IMG\right_2019_09_29_15_17_04_919.jpg, 0, 0, 0, 8.094902E-05
C:\Users\yanan\Desktop\Data2\IMG\center_2019_09_29_15_17_05_019.jpg, C:\Users\yanan\Desktop\Data2\IMG\left_2019_09_29_15_17_05_019.jpg, C:\Users\yanan\Desktop\Data2\IMG\right_2019_09_29_15_17_05_019.jpg, 0, 0.2825622, 0, 0.2201926
C:\Users\yanan\Desktop\Data2\IMG\center_2019_09_29_15_17_05_123.jpg, C:\Users\yanan\Desktop\Data2\IMG\left_2019_09_29_15_17_05_123.jpg, C:\Users\yanan\Desktop\Data2\IMG\right_2019_09_29_15_17_05_123.jpg, 0, 0.3934444, 0, 0.5806378
C:\Users\yanan\Desktop\Data2\IMG\center_2019_09_29_15_17_05_231.jpg, C:\Users\yanan\Desktop\Data2\IMG\left_2019_09_29_15_17_05_231.jpg, C:\Users\yanan\Desktop\Data2\IMG\right_2019_09_29_15_17_05_231.jpg, 0, 0.4079876, 0, 1.200385
C:\Users\yanan\Desktop\Data2\IMG\center_2019_09_29_15_17_05_332.jpg, C:\Users\yanan\Desktop\Data2\IMG\left_2019_09_29_15_17_05_332.jpg, C:\Users\yanan\Desktop\Data2\IMG\right_2019_09_29_15_17_05_332.jpg, 0, 0.3989452, 0, 1.658725
C:\Users\yanan\Desktop\Data2\IMG\center_2019_09_29_15_17_05_434.jpg, C:\Users\yanan\Desktop\Data2\IMG\left_2019_09_29_15_17_05_434.jpg, C:\Users\yanan\Desktop\Data2\IMG\right_2019_09_29_15_17_05_434.jpg, 0, 0.3963456, 0, 2.095068
C:\Users\yanan\Desktop\Data2\IMG\center_2019_09_29_15_17_05_539.jpg, C:\Users\yanan\Desktop\Data2\IMG\left_2019_09_29_15_17_05_539.jpg, C:\Users\yanan\Desktop\Data2\IMG\right_2019_09_29_15_17_05_539.jpg, 0, 0.3936705, 0, 2.551359
C:\Users\yanan\Desktop\Data2\IMG\center_2019_09_29_15_17_05_642.jpg, C:\Users\yanan\Desktop\Data2\IMG\left_2019_09_29_15_17_05_642.jpg, C:\Users\yanan\Desktop\Data2\IMG\right_2019_09_29_15_17_05_642.jpg, 0, 0.3910708, 0, 3.006352
